date_ymd,hotel_id,impression_count,click_count,booking_count,avg_cpc,avg_clicked_price,avg_length_of_stay,avg_time_to_travel
20190801,67192,1617,36,1,0.99,132.81,2.25,47.92
20190806,67192,1653,32,1,0.87,111.92,2.31,46.72
20190808,1983177,5,1,0,0.26,74.72,2.0,7.0
20190802,2455474,2,1,0,0.44,28.16,3.0,56.0
20190810,8985292,185,12,0,1.28,294.03,1.58,33.08
20190809,8985292,83,4,0,1.76,243.6,1.75,43.0
20190804,8985292,177,9,1,1.61,236.31,2.11,62.0
20190801,8985292,191,8,0,1.39,232.31,2.13,26.5
20190803,8985292,168,6,0,1.05,248.19,2.33,15.5
20190806,8985292,375,3,0,1.55,259.21,3.0,70.0
20190808,8985292,272,5,0,1.64,373.94,2.0,35.4
20190807,8985292,229,5,0,1.8,268.66,1.6,14.8
20190802,8985292,147,3,0,1.74,210.8,1.33,8.67
20190805,8985292,156,1,0,1.09,232.71,1.0,0.0
20190807,2942392,12,1,0,1.04,45.44,13.0,23.0
20190804,2942392,18,1,0,0.9,57.4,4.0,82.0
20190805,2942392,8,1,0,0.9,46.05,3.0,32.0
20190809,2942392,21,1,0,1.15,44.72,1.0,42.0
20190802,3058902,19,1,0,0.03,76.65,3.0,8.0
20190801,3058902,17,2,0,0.05,76.98,6.0,149.0
20190802,477996,33,1,0,1.63,411.37,7.0,186.0
20190808,477996,67,1,0,1.72,128.52,1.0,20.0
20190807,477996,37,1,0,1.57,113.82,1.0,1.0
20190805,477996,51,1,0,1.57,131.16,1.0,7.0
20190804,477996,103,2,0,1.38,137.61,9.5,43.0
20190806,477996,78,1,0,1.57,392.68,9.0,223.0
20190810,104809,23,2,0,1.22,56.75,1.0,14.0
20190809,104809,33,1,0,1.19,60.81,1.0,0.0
20190806,104809,12,1,0,0.67,120.55,9.0,164.0
20190808,104809,24,1,0,0.49,130.19,8.0,163.0
20190802,104809,17,1,0,1.08,55.62,1.0,26.0
20190802,1142001,18,1,0,0.29,170.84,2.0,392.0
20190805,8737,5226,29,0,2.13,286.03,2.76,43.31
20190803,8737,1108,9,0,1.9,474.2,2.78,30.11
20190806,8737,5623,18,0,2.04,176.75,1.56,10.83
20190808,8737,382,4,0,1.64,487.91,5.25,228.75
20190807,8737,2095,15,0,2.07,228.26,2.0,25.73
20190804,8737,3286,25,0,2.13,243.45,2.92,29.64
20190809,8737,352,8,0,1.58,211.16,1.75,40.75
20190802,8737,980,6,0,1.71,232.93,3.0,18.83
20190801,8737,761,9,0,1.49,220.77,1.89,17.78
20190810,8737,2375,35,0,1.97,222.42,1.71,23.4
20190804,910417,1005,22,0,1.47,193.86,3.59,35.36
20190808,910417,1356,14,0,1.24,257.42,3.5,56.86
20190806,910417,705,12,0,1.32,160.83,3.42,55.92
20190805,910417,894,22,0,1.61,165.26,2.14,24.86
20190802,910417,780,17,0,1.61,262.56,2.41,40.18
20190809,910417,995,20,0,1.49,176.7,3.1,45.25
20190801,910417,1523,19,0,1.5,184.98,2.68,39.63
20190810,910417,1522,24,0,1.37,178.06,2.04,18.13
20190803,910417,1068,19,0,1.47,186.91,2.74,43.42
20190807,910417,1266,22,0,1.6,187.15,2.09,21.14
20190805,1489473,19,1,0,1.25,102.25,1.0,1.0
20190809,1489473,85,3,0,1.22,101.54,2.0,19.0
20190807,1489473,35,1,0,1.25,96.34,2.0,20.0
20190803,1489473,21,2,0,1.42,97.08,1.0,26.5
20190810,1489473,53,3,0,1.13,95.74,1.33,15.67
20190801,1489473,153,7,0,1.47,99.06,2.57,35.14
20190802,1489473,96,4,0,1.37,100.15,1.75,17.0
20190806,1489473,22,4,0,1.25,96.31,1.0,12.75
20190808,4493482,14,4,0,0.5,73.51,3.0,15.0
20190805,4493482,5,1,0,1.22,59.49,7.0,66.0
20190802,4493482,6,1,0,0.17,23.95,5.0,1.0
20190804,4493482,15,1,0,0.22,31.65,3.0,10.0
20190806,4493482,10,1,0,1.22,100.84,3.0,35.0
20190807,4493482,6,2,0,0.75,63.25,2.0,20.0
20190810,4493482,13,3,0,0.25,33.37,5.67,4.67
20190809,4493482,8,1,0,1.34,84.71,4.0,33.0
20190801,4493482,9,1,0,1.19,75.37,5.0,35.0
20190805,4548544,11,1,0,1.42,266.73,6.0,14.0
20190803,3150494,321,6,0,1.71,278.36,2.33,23.83
20190802,3150494,198,2,0,1.86,243.19,4.5,57.5
20190809,3150494,291,3,0,0.99,240.12,1.0,7.0
20190805,3150494,171,2,0,1.74,241.09,3.5,35.0
20190806,3150494,187,6,0,1.54,234.23,1.83,8.67
20190807,3150494,431,10,0,1.48,263.62,1.4,28.2
20190804,3150494,523,8,0,1.4,276.76,2.63,14.5
20190801,3150494,151,1,0,0.84,236.21,1.0,6.0
20190810,3150494,105,3,0,1.38,212.1,3.67,96.33
20190808,3150494,393,4,0,0.74,374.86,1.0,4.0
20190809,829671,1,1,0,0.76,50.82,1.0,20.0
20190810,1328425,21,3,0,1.98,175.34,2.67,10.33
20190804,1328425,26,1,0,2.38,152.65,2.0,12.0
20190806,1328425,27,1,0,2.38,118.42,1.0,5.0
20190805,1328425,28,1,0,0.22,116.14,3.0,4.0
20190809,1328425,26,1,0,2.62,148.72,2.0,3.0
20190810,5714198,998,16,0,1.22,141.01,1.81,8.81
20190803,5714198,1548,23,0,1.01,119.31,1.61,21.3
20190806,5714198,626,7,0,1.13,115.43,4.57,41.43
20190808,5714198,1126,10,0,0.97,122.13,2.4,9.7
20190802,5714198,699,8,0,1.23,122.58,1.63,17.88
20190805,5714198,1435,11,0,1.16,110.29,2.36,36.0
20190809,5714198,275,2,0,1.4,135.68,2.0,1.5
20190801,5714198,511,4,0,1.25,111.12,2.25,48.75
20190807,5714198,1098,7,0,0.95,110.6,1.57,7.29
20190804,5714198,266,13,0,1.25,117.36,2.46,40.69
20190804,1945507,1797,24,0,1.05,164.59,1.21,69.88
20190808,1945507,5533,124,1,1.49,154.75,2.85,61.54
20190806,1945507,4576,71,1,1.15,161.9,1.51,57.34
20190805,1945507,1973,23,0,1.11,178.11,1.91,61.0
20190801,1945507,3944,55,0,1.03,152.6,1.76,61.22
20190803,1945507,1847,24,0,1.07,152.13,1.46,105.21
20190802,1945507,2526,38,0,1.04,159.66,1.84,72.76
20190810,1945507,4303,86,0,1.39,165.79,2.2,50.55
20190809,1945507,4941,129,0,1.54,178.84,2.07,52.07
20190807,1945507,6073,69,0,1.03,142.63,1.67,57.72
20190803,903415,475,11,0,0.75,122.01,3.09,49.82
20190805,903415,1325,14,0,0.69,134.23,2.71,29.57
20190804,903415,376,12,0,0.8,102.17,2.92,25.08
20190810,903415,216,3,0,0.67,121.78,4.0,128.0
20190802,903415,497,14,0,0.72,126.22,4.5,29.29
20190809,903415,323,9,0,0.5,121.02,2.67,19.0
20190801,903415,522,12,0,0.64,119.62,1.75,53.08
20190807,903415,482,5,0,0.58,87.76,2.8,39.0
20190808,903415,164,4,0,0.43,150.9,4.25,49.5
20190806,903415,853,25,0,0.61,115.92,2.36,52.12
20190809,2054688,104,5,0,1.23,276.21,2.8,5.6
20190802,2054688,326,2,0,1.23,297.51,2.0,1.5
20190803,2054688,1265,6,0,1.34,246.63,2.5,26.17
20190808,2054688,340,11,0,0.98,277.41,3.64,29.45
20190804,2054688,461,4,0,1.25,234.64,1.0,19.5
20190805,2054688,579,7,0,1.3,244.95,2.0,14.29
20190806,2054688,639,7,0,1.0,238.94,2.43,29.57
20190810,2054688,87,2,0,1.33,219.94,1.0,11.5
20190807,2054688,428,7,0,0.66,261.23,2.86,11.0
20190801,2054688,62,2,0,0.94,259.61,5.0,8.0
20190801,2123746,247,12,0,1.02,148.25,1.92,34.67
20190803,2123746,231,18,0,0.86,163.03,1.39,6.06
20190804,2123746,60,5,0,1.04,175.37,1.8,19.0
20190806,2123746,48,1,0,0.26,177.27,2.0,25.0
20190810,2123746,36,1,0,1.12,309.38,4.0,2.0
20190807,2123746,63,4,0,0.88,140.5,3.25,43.0
20190802,2123746,68,7,0,1.07,179.12,3.0,76.0
20190805,2123746,117,2,0,1.0,155.05,1.5,4.5
20190808,2123746,17,2,0,1.05,116.75,1.0,9.0
20190809,2123746,108,6,0,0.91,164.76,2.0,25.33
20190803,1274220,29,6,0,0.08,25.47,2.5,4.67
20190805,1274220,24,5,0,0.05,26.97,1.8,-0.2
20190807,1274220,10,2,0,0.03,24.56,3.5,8.5
20190804,1274220,39,3,0,0.06,24.19,6.33,9.0
20190808,1274220,20,3,0,0.03,25.29,7.0,4.0
20190808,403096,21,1,0,0.9,160.71,4.0,13.0
20190801,403096,44,1,0,0.88,162.96,5.0,15.0
20190802,403096,28,1,0,0.87,162.53,3.0,12.0
20190809,3500952,2506,26,0,2.1,413.47,2.77,37.19
20190806,3500952,5896,40,0,1.73,405.35,2.43,33.3
20190802,3500952,8140,37,0,1.82,363.08,2.11,35.41
20190803,3500952,5661,32,0,1.86,342.12,1.84,10.44
20190807,3500952,1810,15,0,1.51,423.24,3.33,43.0
20190808,3500952,2880,15,0,1.91,511.46,2.73,28.53
20190810,3500952,2780,21,0,2.03,351.57,2.38,31.81
20190801,3500952,1599,32,0,1.86,366.81,1.78,25.41
20190804,3500952,1952,19,0,1.79,504.98,1.95,36.53
20190805,3500952,3853,23,0,1.82,343.6,1.7,30.22
20190810,5181392,912,7,0,1.87,272.4,4.57,35.71
20190806,5181392,190,6,0,2.21,294.96,1.67,14.0
20190803,5181392,214,4,0,1.89,316.41,2.0,46.5
20190805,5181392,181,1,0,1.63,240.06,4.0,28.0
20190802,5181392,227,2,0,1.98,291.99,2.5,9.0
20190809,5181392,499,14,0,2.36,266.97,1.64,29.5
20190804,5181392,397,5,0,1.91,292.2,1.2,2.8
20190807,5181392,548,3,0,1.53,251.03,1.67,65.67
20190801,5181392,400,3,0,2.02,329.24,2.67,13.0
20190801,5610116,12,1,0,1.25,65.88,5.0,3.0
20190810,5610116,11,1,0,1.02,68.6,3.0,4.0
20190804,5610116,18,1,0,1.25,55.43,3.0,8.0
20190803,5610116,14,2,0,0.81,120.66,5.0,28.0
20190802,5610116,3,1,0,0.19,111.83,2.0,1.0
20190806,5610116,23,1,0,0.96,58.39,4.0,11.0
20190805,5610116,15,3,0,1.27,79.74,4.0,6.0
20190808,5610116,14,3,0,0.46,77.7,4.0,11.0
20190807,5610116,39,2,0,0.55,64.71,2.0,31.0
20190809,5610116,12,1,0,1.28,101.07,6.0,6.0
20190801,485851,6,1,0,0.66,57.63,2.0,29.0
20190804,485851,26,1,0,0.74,49.05,3.0,47.0
20190807,485851,29,2,0,0.67,74.08,2.0,41.0
20190806,485851,12,1,0,1.03,77.51,2.0,22.0
20190805,485851,4,1,0,0.67,57.18,2.0,32.0
20190808,485851,5,1,0,0.75,57.45,2.0,1.0
20190809,8636,610,41,0,0.82,80.19,1.63,6.44
20190808,8636,473,8,0,0.95,184.88,1.88,27.5
20190805,8636,663,15,0,1.14,244.74,2.53,42.0
20190807,8636,558,12,0,0.82,175.47,1.83,14.5
20190806,8636,400,10,0,0.89,181.55,2.0,8.5
20190810,8636,271,8,0,1.17,283.58,1.5,23.75
20190802,8636,456,6,0,0.91,235.49,1.67,13.5
20190803,8636,288,7,0,0.89,179.44,2.29,14.0
20190804,8636,482,7,0,0.78,254.91,1.71,97.14
20190801,8636,296,6,0,0.98,207.33,3.17,91.83
20190803,68528,302,6,0,1.42,187.11,2.0,27.33
20190804,68528,210,4,0,1.53,224.26,1.5,8.25
20190802,68528,148,2,0,1.86,142.18,3.5,65.0
20190801,68528,439,7,0,0.82,181.21,3.43,60.86
20190806,68528,376,6,0,1.39,168.49,1.83,20.17
20190807,68528,99,1,0,1.86,119.58,1.0,11.0
20190805,68528,184,2,0,1.86,135.75,3.0,12.0
20190809,68528,160,2,0,1.69,245.66,2.5,24.0
20190810,68528,132,1,0,1.74,175.43,4.0,79.0
20190808,68528,73,3,0,1.66,273.79,3.0,68.33
20190805,8807,8257,31,0,1.83,210.33,2.13,30.0
20190803,8807,7280,47,0,1.87,175.35,2.68,43.64
20190809,8807,3388,41,0,2.19,197.5,2.54,22.61
20190810,8807,10685,53,0,1.99,169.99,2.58,26.89
20190802,8807,8696,77,0,1.88,202.47,2.61,47.17
20190807,8807,2055,18,0,1.9,186.77,3.39,34.94
20190808,8807,4446,36,0,1.98,195.91,2.11,30.47
20190801,8807,13953,66,0,1.88,213.59,3.21,33.27
20190804,8807,7355,45,0,1.99,228.28,2.67,63.56
20190806,8807,3435,24,0,2.11,221.26,2.42,17.0
20190803,655691,1,1,0,0.65,33.96,1.0,24.0
20190804,655691,9,2,0,0.74,62.54,3.5,48.0
20190806,655691,5,1,0,0.63,32.4,8.0,77.0
20190805,4841720,97,2,0,2.38,119.77,7.0,100.0
20190803,4841720,44,1,0,2.67,117.03,1.0,8.0
20190804,4841720,76,6,0,2.21,162.72,2.33,14.0
20190809,4841720,47,1,0,2.09,155.36,1.0,69.0
20190802,4841720,42,1,0,2.67,161.22,4.0,21.0
20190806,4841720,29,5,0,2.67,181.14,3.6,27.0
20190808,4841720,69,3,0,1.9,202.2,2.0,11.67
20190810,4841720,49,3,0,2.07,105.63,2.0,38.33
20190807,4841720,46,1,0,2.09,108.7,1.0,4.0
20190801,10092692,4828,16,0,1.88,241.85,3.38,95.5
20190810,10092692,157,3,0,2.07,250.39,5.0,87.33
20190808,10092692,416,2,0,1.98,207.15,1.5,11.0
20190803,10092692,4239,30,2,1.96,211.21,1.77,37.33
20190809,10092692,464,10,0,1.75,223.05,2.9,33.4
20190806,10092692,12524,36,0,1.83,217.0,2.75,46.81
20190805,10092692,4843,39,0,1.94,211.68,2.26,34.95
20190807,10092692,1024,21,2,1.98,230.04,2.81,35.71
20190802,10092692,1682,26,0,1.92,224.76,2.96,46.85
20190804,10092692,6062,36,0,1.9,199.44,2.08,37.78
20190808,104698,50,4,0,1.01,75.07,4.75,120.0
20190802,104698,23,1,0,1.08,65.67,1.0,26.0
20190810,104698,28,2,0,1.15,104.74,2.5,9.5
20190805,104698,54,2,0,0.97,92.67,5.0,52.5
20190807,104698,60,2,0,1.12,93.26,4.5,72.5
20190809,104698,40,1,0,1.15,63.15,2.0,23.0
20190804,104698,61,2,0,0.97,68.83,1.0,18.0
20190803,104698,32,2,0,1.07,174.91,2.5,78.0
20190808,2561154,3,1,0,0.18,28.91,1.0,51.0
20190804,3191706,225,13,0,0.39,75.0,1.23,-0.69
20190805,3191706,79,3,0,0.59,61.47,1.33,1.67
20190803,3191706,264,3,0,0.48,73.56,2.0,-0.33
20190809,3191706,503,7,0,0.55,62.65,1.29,0.0
20190810,3191706,160,3,0,0.56,65.67,2.0,0.33
20190801,3191706,40,1,0,0.56,66.98,1.0,2.0
20190807,3191706,104,2,0,0.56,58.04,1.0,2.0
20190802,3191706,65,5,0,0.57,68.58,2.6,12.6
20190808,3191706,118,6,0,0.55,58.0,1.17,0.17
20190803,1275332,0,1,0,0.44,76.39,1.0,25.0
20190804,1275332,1,1,0,0.45,71.5,1.0,30.0
20190806,1275332,0,1,0,0.44,107.78,3.0,35.0
20190802,1275332,13,1,0,0.46,77.29,1.0,27.0
20190801,1275332,2,3,0,0.46,99.89,4.0,38.67
20190806,2891353,583,11,0,2.33,279.39,2.64,60.64
20190809,2891353,3676,22,0,2.11,236.16,2.05,44.68
20190804,2891353,1536,14,0,2.27,243.44,3.0,50.86
20190805,2891353,2351,10,0,2.15,258.85,1.5,19.7
20190808,2891353,1590,17,0,2.14,249.68,2.12,52.12
20190807,2891353,403,6,0,2.19,222.3,2.5,63.83
20190802,2891353,1064,11,0,2.22,319.02,1.18,37.45
20190801,2891353,1500,7,0,2.27,289.5,2.14,28.57
20190803,2891353,1495,17,0,2.35,262.42,1.82,21.35
20190810,2891353,1892,13,0,2.5,259.13,1.92,60.23
20190802,7964,50,2,0,0.53,111.13,4.0,3.5
20190801,7964,35,1,0,0.22,126.75,1.0,0.0
20190810,7964,43,3,0,0.48,103.42,1.33,1.33
20190809,7964,36,1,0,0.22,109.96,32.0,-1.0
20190805,7964,55,3,0,1.06,123.79,2.33,4.33
20190807,7964,19,1,0,1.07,107.13,1.0,7.0
20190803,7964,183,8,0,1.04,120.23,1.0,-0.13
20190803,78829,18,4,0,1.02,79.82,1.0,2.5
20190802,78829,10,1,0,1.16,64.95,1.0,-1.0
20190808,78829,6,1,0,0.94,65.18,2.0,1.0
20190801,78829,11,3,0,1.02,64.17,1.0,5.33
20190806,78829,5,2,0,0.95,57.99,1.0,4.5
20190809,78829,6,1,0,1.15,58.01,1.0,5.0
20190802,8831,423,3,0,2.15,403.05,3.67,54.33
20190809,8831,572,4,0,2.4,440.95,2.5,78.25
20190804,8831,531,3,0,1.04,526.92,1.67,30.67
20190806,8831,1171,2,0,2.09,355.89,1.0,12.0
20190803,8831,454,1,0,2.15,452.33,4.0,40.0
20190807,8831,253,1,0,2.27,356.21,1.0,11.0
20190808,8831,377,3,0,2.27,417.97,1.33,28.67
20190810,8831,508,4,0,2.44,327.8,6.0,130.25
20190801,8831,1084,3,0,2.07,480.99,2.0,114.33
20190805,8831,474,2,0,2.18,408.62,3.0,100.0
20190806,2144044,431,17,1,1.57,224.66,2.41,65.59
20190802,2144044,332,11,0,1.24,277.49,2.91,26.82
20190801,2144044,895,19,0,1.51,218.77,2.84,46.47
20190810,2144044,732,20,0,1.67,190.18,2.8,43.35
20190809,2144044,1923,19,0,1.43,199.67,2.63,53.79
20190805,2144044,783,23,1,1.42,176.34,3.09,26.78
20190808,2144044,694,24,0,1.6,196.54,2.92,38.38
20190803,2144044,280,6,0,1.36,191.53,2.33,22.83
20190807,2144044,364,18,0,1.11,171.99,3.5,49.17
20190804,2144044,256,4,0,1.17,184.73,2.75,30.75
20190801,358066,23,1,0,1.19,153.85,1.0,1.0
20190807,358066,168,3,0,1.08,176.48,2.33,149.0
20190804,358066,75,2,0,0.96,127.85,3.5,107.5
20190809,358066,122,2,0,1.03,159.67,3.0,45.5
20190802,358066,30,1,0,0.71,147.42,3.0,13.0
20190808,358066,62,1,0,0.73,158.26,5.0,35.0
20190810,358066,110,9,1,0.39,149.72,2.67,28.11
20190803,358066,66,1,0,1.45,129.13,1.0,145.0
20190806,358066,88,2,0,0.83,210.43,2.0,224.5
20190808,899055,1691,13,0,1.82,402.98,2.85,67.46
20190804,899055,229,8,0,1.95,533.05,3.13,69.63
20190807,899055,707,7,0,1.98,433.08,2.86,47.14
20190810,899055,355,4,0,1.57,294.2,2.0,46.5
20190805,899055,739,9,0,1.89,376.02,3.11,81.56
20190801,899055,769,5,0,1.8,382.13,6.8,65.6
20190809,899055,767,8,0,2.05,336.24,3.5,62.25
20190802,899055,799,6,0,1.53,302.91,2.5,37.5
20190806,899055,504,4,0,1.98,335.8,4.0,60.75
20190805,1488421,22,2,0,1.45,127.22,2.0,25.0
20190809,1488421,9,2,0,1.4,100.2,2.0,13.0
20190802,2477409,1,1,0,0.61,50.48,1.0,23.0
20190804,5149062,1,1,0,0.66,37.67,11.0,141.0
20190809,5213814,777,12,0,1.15,150.86,1.5,69.75
20190805,5213814,713,25,0,1.24,122.49,2.0,33.48
20190801,5213814,242,10,0,1.25,143.16,1.1,17.8
20190810,5213814,498,14,0,1.21,134.32,2.07,51.86
20190804,5213814,289,7,0,1.09,144.71,3.29,32.57
20190807,5213814,845,19,0,1.21,130.9,1.47,34.05
20190803,5213814,400,14,0,1.24,142.52,1.71,29.36
20190806,5213814,265,21,0,1.31,116.73,1.71,16.48
20190802,5213814,334,13,0,1.29,139.13,2.92,59.69
20190808,5213814,276,20,0,1.31,123.07,2.0,58.45
20190803,2103538,10,3,1,0.59,47.9,2.0,157.0
20190808,2103538,14,1,0,0.66,48.81,2.0,150.0
20190802,2103538,5,1,0,0.63,45.37,1.0,0.0
20190807,2103538,8,1,0,0.66,47.55,4.0,153.0
20190804,2103538,10,1,0,0.59,45.38,2.0,1.0
20190809,2103538,7,2,0,0.76,52.04,2.0,40.0
20190801,2103538,15,1,0,0.63,45.6,5.0,1.0
20190802,5146100,524,21,1,0.92,61.69,1.9,2.81
20190801,5146100,487,20,0,1.14,61.25,2.0,3.4
20190805,5146100,372,9,0,1.07,84.67,3.22,5.78
20190803,5146100,397,24,1,1.0,73.42,2.5,4.08
20190807,5146100,183,4,0,0.91,64.49,1.5,3.25
20190804,5146100,327,8,0,1.13,72.23,2.5,5.13
20190809,5146100,111,5,0,0.92,75.75,3.2,0.8
20190806,5146100,984,10,0,0.85,71.6,1.6,13.4
20190808,5146100,323,11,0,0.92,59.19,2.27,15.73
20190810,5146100,16,2,0,1.22,57.06,8.0,1.0
20190806,8705,134,4,0,2.02,258.58,2.75,30.25
20190805,8705,222,3,0,1.09,338.73,2.67,87.67
20190809,8705,274,3,0,1.8,387.2,2.33,20.33
20190810,8705,732,11,1,1.48,280.48,2.73,26.73
20190803,8705,59,5,0,1.98,236.94,2.6,30.4
20190804,8705,138,3,0,1.74,175.13,1.67,5.67
20190808,8705,252,2,0,1.9,274.4,16.0,5.5
20190802,8705,309,9,0,1.63,203.63,3.22,9.89
20190807,8705,264,12,0,1.8,202.96,1.92,12.17
20190801,8705,142,10,0,1.97,321.15,2.0,16.2
20190804,10526498,610,4,0,1.58,325.82,2.25,57.0
20190807,10526498,271,2,0,1.6,291.92,1.0,23.5
20190805,10526498,400,5,0,1.85,331.98,4.2,53.4
20190808,10526498,285,7,0,1.54,406.56,2.29,63.0
20190810,10526498,177,3,0,1.66,349.14,4.33,60.33
20190803,10526498,622,9,0,1.3,358.35,1.44,11.44
20190801,10526498,307,5,0,1.35,294.96,4.2,36.0
20190809,10526498,465,15,0,0.84,236.79,1.93,17.6
20190806,10526498,849,7,0,1.73,336.19,1.71,6.43
20190802,10526498,658,9,1,1.45,298.11,1.89,42.89
20190803,1206973,16,1,0,2.38,207.12,1.0,3.0
20190806,1206973,27,1,0,1.92,208.96,1.0,7.0
20190801,1206973,39,1,0,2.09,159.39,4.0,21.0
20190805,1206973,42,4,0,1.69,94.51,1.0,20.0
20190802,1206973,94,4,1,1.95,175.84,1.5,5.75
20190808,1206973,22,1,0,1.66,218.82,1.0,0.0
20190804,1206973,44,1,0,1.86,111.74,1.0,8.0
20190809,1206973,24,1,0,1.66,204.88,4.0,10.0
20190805,109343,2,1,0,0.29,151.0,1.0,26.0
20190810,109343,22,2,0,0.74,55.14,26.0,148.0
20190803,109343,3,1,0,0.77,53.51,7.0,10.0
20190808,104528,81,2,0,0.82,129.87,15.0,107.0
20190806,104528,49,1,0,1.11,120.68,13.0,194.0
20190801,104528,37,2,0,1.04,64.03,3.0,54.0
20190809,104528,42,3,0,1.08,73.83,9.33,113.0
20190801,2520414,0,1,0,0.53,35.36,3.0,184.0
20190808,3133278,44,1,0,0.81,709.58,1.0,6.0
20190807,3133278,168,6,0,0.75,809.2,3.0,44.17
20190803,3133278,101,3,0,0.62,772.06,3.33,27.33
20190806,3133278,290,5,0,0.77,908.08,2.8,45.6
20190802,3133278,195,2,0,0.74,671.52,1.0,11.5
20190805,3133278,91,2,0,0.81,759.61,2.5,33.0
20190809,3133278,48,1,0,0.81,977.52,2.0,25.0
20190806,1106276,203,9,0,1.12,125.89,1.89,43.44
20190803,1106276,235,8,0,1.14,126.52,2.88,33.5
20190808,1106276,445,14,0,0.87,97.07,3.14,39.43
20190810,1106276,629,15,0,0.84,118.73,4.13,28.8
20190801,1106276,456,18,0,1.14,106.7,3.44,63.72
20190804,1106276,513,11,2,0.98,97.47,2.64,30.18
20190807,1106276,330,12,0,1.07,105.52,3.08,54.83
20190809,1106276,287,19,0,1.03,103.45,3.58,23.21
20190805,1106276,350,9,0,1.03,96.93,1.67,15.22
20190802,1106276,154,14,0,1.26,116.79,3.5,39.71
20190808,5497220,36,1,0,1.08,72.7,1.0,19.0
20190805,5497220,40,2,0,0.7,77.76,11.5,71.0
20190807,5497220,65,3,0,0.84,69.3,7.67,59.67
20190803,5497220,25,1,0,1.06,74.89,4.0,100.0
20190806,5497220,62,3,0,0.84,73.81,3.0,43.0
20190809,5497220,39,6,0,0.86,103.58,2.5,51.17
20190802,5497220,15,2,0,1.08,69.09,4.0,88.5
20190804,8748528,797,24,0,1.49,192.14,1.83,23.88
20190808,8748528,5942,65,0,1.63,198.39,1.68,18.11
20190801,8748528,445,13,0,1.24,203.11,4.23,31.23
20190802,8748528,454,17,1,1.59,251.79,2.06,36.82
20190803,8748528,320,14,0,1.57,190.64,1.86,41.43
20190805,8748528,814,13,0,1.4,195.89,1.85,32.62
20190809,8748528,724,16,0,1.43,234.44,3.13,56.0
20190806,8748528,257,16,0,1.54,199.9,1.81,8.25
20190810,8748528,413,12,0,1.41,207.55,2.33,12.0
20190807,8748528,4092,42,0,1.49,190.75,1.93,24.33
20190810,8781,209,7,0,2.03,227.7,4.14,25.43
20190801,8781,677,9,1,1.26,237.8,2.44,16.44
20190808,8781,1191,16,0,1.7,274.01,4.38,43.56
20190804,8781,593,7,0,1.45,236.23,1.71,24.86
20190802,8781,842,9,0,1.39,207.73,2.33,18.78
20190809,8781,1383,18,0,1.68,261.32,2.5,45.5
20190803,8781,555,6,0,1.78,211.77,2.17,37.67
20190806,8781,1115,16,0,1.81,244.73,3.38,45.94
20190805,8781,1391,18,0,1.85,256.6,5.72,37.39
20190807,8781,708,9,0,1.67,246.21,2.44,47.56
20190810,3820570,6,1,0,1.86,90.77,2.0,38.0
20190803,8848,2176,43,0,1.3,151.18,4.6,39.72
20190807,8848,4764,32,0,1.52,137.9,7.44,15.72
20190810,8848,4426,54,1,1.79,163.96,4.02,21.69
20190808,8848,4438,58,0,1.58,149.83,1.95,23.57
20190806,8848,4877,58,1,1.52,177.19,3.45,40.0
20190801,8848,2305,38,0,1.44,146.43,2.34,39.55
20190804,8848,1298,30,0,1.42,146.73,2.7,34.0
20190809,8848,6243,94,1,1.55,150.78,3.06,23.5
20190805,8848,3861,56,0,1.4,145.6,2.43,31.71
20190802,8848,2343,34,1,1.22,173.86,7.85,23.35
20190809,9886128,8,1,0,0.58,19.18,4.0,91.0
20190805,5623052,59,4,0,0.91,153.51,1.75,5.75
20190810,5623052,97,1,0,1.25,99.73,1.0,6.0
20190809,5623052,70,1,0,1.12,84.48,1.0,24.0
20190807,5623052,38,3,0,0.88,113.44,1.67,14.67
20190808,5623052,129,3,1,1.03,104.41,1.67,5.67
20190801,5623052,72,2,0,0.9,109.42,2.5,4.0
20190803,5623052,53,2,0,0.91,73.82,1.5,1.5
20190804,5623052,52,3,2,0.91,89.88,1.0,0.0
20190805,2046671,1,1,0,0.2,13.27,3.0,118.0
20190808,5141022,461,4,0,1.04,149.31,4.5,26.0
20190806,5141022,451,4,0,0.98,186.78,3.0,72.25
20190805,5141022,653,7,0,1.07,223.27,3.57,81.57
20190802,5141022,152,3,0,0.9,155.97,2.67,37.67
20190804,5141022,588,7,0,0.74,182.57,3.86,67.0
20190810,5141022,539,6,0,1.16,212.13,1.33,67.17
20190803,5141022,270,3,0,0.97,173.14,6.0,41.33
20190807,5141022,616,5,0,0.88,207.3,7.8,26.0
20190801,5141022,393,5,0,0.59,376.81,2.4,122.6
20190809,5141022,353,9,0,1.13,162.2,2.22,20.22
20190810,8806,63,4,0,1.02,125.44,1.25,39.25
20190804,8806,54,1,0,1.07,142.93,4.0,5.0
20190802,8806,118,3,0,1.08,128.26,1.67,32.33
20190809,8806,148,2,0,1.03,134.52,2.5,11.5
20190805,8806,101,8,0,1.05,142.01,2.25,23.38
20190808,8806,90,3,0,1.03,147.86,2.0,30.0
20190807,8806,151,3,0,0.92,138.48,2.0,13.33
20190803,8806,95,4,0,1.07,131.69,3.5,158.5
20190806,8806,92,2,0,1.05,106.34,1.0,12.0
20190801,8806,163,5,0,0.98,134.83,1.6,16.6
